Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Historisk plats_translated,Omnämns i katalog_translated,Förvärvsmetod_translated,Fyndplats_translated,Arkeologisk kontext_translated,Kontextnamn_translated,Undersökare_translated,Undersökningsår_translated,Storlek_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Spjut,467387_HST,34000.0,Undernummer: Bj 708,"Järn, Koppar, Silver","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,708,Historiska museet,Spjut - 123,https://samlingar.shm.se/object/4EB15BCA-61C7-420B-AC77-26B04553DC33,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,467387_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 708",Bj 708,"Stolpe, Hjalmar",1879,,1.0,,,,,Spear,467387_HST,Subnumber: Bj 708,"Iron, Copper, Silver","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,708,Weapons and armor Archaeological collection,800 – 1100,Viking age,467387_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 708",Bj 708,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Svärd,419139_HST,432.0,FID: 419139,Järn,"Björkö, okänd fyndplats",,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 124,https://samlingar.shm.se/object/9E23000D-53A3-420E-8372-1EF79C6E5EE7,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,419139_HST,"Birka, Adelsö socken",432.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=432,Köp,1820.0,"Plats: Björkö, okänd fyndplats, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 371 mm,2.0,,,,,Sword,419139_HST,FID: 419139,Iron,"Björkö, unknown find site",,Adelsö parish,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,419139_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=432,Buy,"Place: Björkö, unknown find site, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",,,,,Length 371 mm,800,1100,,371.0,,,,
bågfodralsbeslag,417572_HST,34000.0,Undernummer: Bj 1125B,"Brons, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1125B,Historiska museet,bågfodralsbeslag - 125,https://samlingar.shm.se/object/736E1B81-B741-43BB-93C0-19A65EC97646,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,417572_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,,1.0,,,,,bow case fittings,417572_HST,Subnumber: Bj 1125B,"Bronze, Leather","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,1125B,Weapons and armor Archaeological collection,800 – 1100,Viking age,417572_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,,800,1100,,,,,,1888.0
Yxa Petersen C,416136_HST,17343.0,Undernummer: 1702,Järn,,,,Gotland,Sverige,,,Historiska museet,Yxa Petersen C - 126,https://samlingar.shm.se/object/9FC7EF4D-02CE-4AEC-A887-7B0ABF4DD6D3,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1.0,800 – 1250,Vikingatid  Tidig medeltid,416136_HST,,17343.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,1923.0,"Landskap: Gotland, Land: Sverige",,,,,,,46.3144754,11.0480288,46.3144754,11.0480288,Ax Petersen C,416136_HST,Subnumber: 1702,Iron,,,,Gotland,Sweden,,,Weapons and armor Crafts and tools Archaeological collection,800 – 1250,Viking Age Early Middle Ages,416136_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Landscape: Gotland, Country: Sweden",,,,,,800,1250,,,,,,
Bredyxa,417448_HST,17871.0,FID: 417448,Järn,Stenbylund,,Lagga socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 127,https://samlingar.shm.se/object/1D1F2C9F-24F9-44C9-8D68-51E6453ADED2,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1.0,800 – 1100,Vikingatid,417448_HST,,17871.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17871,,1925.0,"Plats: Stenbylund, Socken: Lagga socken, Kommun: Knivsta kommun, Landskap: Uppland, Land: Sverige",,,,,,,59.7830498,17.8279298,46.3144754,11.0480288,Bredyxa,417448_HST,FID: 417448,Iron,Stenbylund,,Fix the parish,Hinterland,Sweden,,,Weapons and armor Crafts and tools Archaeological collection,800 – 1100,Viking age,417448_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17871,,"Place: Stenbylund, Parish: Lagga parish, Municipality: Knivsta municipality, Landscape: Uppland, Country: Sweden",,,,,,800,1100,,,,,,
Bredyxa,417508_HST,22970.0,FID: 417508,Järn,Prästgården,,Lommaryd socken,Småland,Sverige,,,Historiska museet,Bredyxa - 128,https://samlingar.shm.se/object/E5C03738-7F6D-402B-AF53-8110E8F03551,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1.0,800 – 1100,Vikingatid,417508_HST,,22970.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22970,,1942.0,"Plats: Prästgården, Socken: Lommaryd socken, Kommun: Aneby kommun, Landskap: Småland, Land: Sverige",,,,,,,60.0831067,23.6966026,46.3144754,11.0480288,Bredyxa,417508_HST,FID: 417508,Iron,The vicarage,,Lommaryd parish,Småland,Sweden,,,Weapons and armor Crafts and tools Archaeological collection,800 – 1100,Viking age,417508_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22970,,"Place: Prästgården, Parish: Lommaryd parish, Municipality: Aneby municipality, Landscape: Småland, Country: Sweden",,,,,,800,1100,,,,,,
Svärd,362721_HST,2152.0,FID: 362721,Järn,Karleby,L1942:6970,Simtuna socken,Uppland,Sverige,,,Historiska museet,Svärd - 129,https://samlingar.shm.se/object/FCB0F7F4-AC73-4761-911D-235572AAFA8E,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,362721_HST,,2152.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2152,,1855.0,"Plats: Karleby, Fornlämning: L1942:6970, Socken: Simtuna socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,,1.0,54.7908821,12.0287086,46.3144754,11.0480288,Sword,362721_HST,FID: 362721,Iron,Carleby,L1942:6970,Simtuna parish,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,362721_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2152,,"Place: Karleby, Ancient site: L1942:6970, Parish: Simtuna parish, Municipality: Enköping municipality, Landscape: Uppland, Country: Sweden",,,,,,800,1100,,,,,,
Svärd,362923_HST,12773.0,Undernummer: 11,Järn,"Henriksdal, Lillmyr",,Barlingbo socken,Gotland,Sverige,,,Historiska museet,Svärd - 130,https://samlingar.shm.se/object/3DDB284A-E382-4551-AEA3-67C474FE72FB,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,362923_HST,,12773.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12773,,1906.0,"Plats: Henriksdal, Lillmyr, Socken: Barlingbo socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,1.0,,,46.3144754,11.0480288,Sword,362923_HST,Subnumber: 11,Iron,"Henriksdal, Lillmyr",,Barlingbo parish,Gotland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,362923_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12773,,"Place: Henriksdal, Lillmyr, Parish: Barlingbo parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,800,1100,,,,,,
Spatha,363865_HST,19734.0,FID: 363865,"Järn, Brons",Broa,L1976:1548,Halla socken,Gotland,Sverige,Grav,,Historiska museet,Spatha - 131,https://samlingar.shm.se/object/E71021E3-6ABD-4663-9BD6-E6A23299F1E0,Vapen och rustningar  Arkeologisk samling,1.0,550 – 1100,Vendeltid  Vikingatid,363865_HST,,19734.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19734,,1931.0,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Grav,,,,,,39.2664318,-7.3585057,46.3144754,11.0480288,spade,363865_HST,FID: 363865,"Iron, Bronze",Broa,L1976:1548,Halla Parish,Gotland,Sweden,Serious,,Weapons and armor Archaeological collection,550 – 1100,Vendel time Viking age,363865_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19734,,"Place: Broa, Ancient site: L1976:1548, Parish: Halla parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Serious,,,,,550,1100,,,,,,
Bredyxa,417454_HST,18133.0,FID: 417454,"Järn, Trä",Korsviken,,Gryta socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 132,https://samlingar.shm.se/object/F3C1D245-C7D9-4404-A3B8-6B60F5BA314E,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1.0,800 – 1100,Vikingatid,417454_HST,,18133.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18133,,1926.0,"Plats: Korsviken, Socken: Gryta socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,,,58.2977185,11.371665,46.3144754,11.0480288,Bredyxa,417454_HST,FID: 417454,"Iron, Wood",Korsviken,,Stew parish,Hinterland,Sweden,,,Weapons and armor Crafts and tools Archaeological collection,800 – 1100,Viking age,417454_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18133,,"Place: Korsviken, Parish: Gryta parish, Municipality: Enköping municipality, Landscape: Uppland, Country: Sweden",,,,,,800,1100,,,,,,
Pil,451472_HST,34000.0,Undernummer: Bj 306b,Järn,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland,Sverige,Brandgrav,306B,Historiska museet,Pil - 133,https://samlingar.shm.se/object/D57E0228-3A42-49A8-8D78-89FFBAFEB894,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,451472_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Kvarnbacka, Fornlämning: L2017:2006, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 306B",Bj 306B,"Stolpe, Hjalmar",1876,,,,,,,Pil,451472_HST,Subnumber: Bj 306b,Iron,"Björkö, Kvarnbacka",L2017:2006,Adelsö parish,Hinterland,Sweden,Brandgrav,306B,Weapons and armor Archaeological collection,800 – 1100,Viking age,451472_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Kvarnbacka, Archaeological site: L2017:2006, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave: 306B",Bj 306B,"Stolpe, Hjalmar",1876,,800,1100,,,,,,1876.0
Spjut,451979_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Spjut - 134,https://samlingar.shm.se/object/4C3760A8-B47B-4B1C-A83B-E787B82D6BB5,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,451979_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,,Spear,451979_HST,Subnumber: Bj 596,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Weapons and armor Archaeological collection,800 – 1100,Viking age,451979_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,,"Stolpe, Hjalmar",,,800,1100,,,,,,
Spjut,452154_HST,34000.0,Undernummer: Bj 624,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,624,Historiska museet,Spjut - 135,https://samlingar.shm.se/object/AA9670E7-5DF7-490B-9641-5EB489715817,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,452154_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 624",Bj 624,"Stolpe, Hjalmar",1878,,,,,,,Spear,452154_HST,Subnumber: Bj 624,Iron,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,624,Weapons and armor Archaeological collection,800 – 1100,Viking age,452154_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 624",Bj 624,"Stolpe, Hjalmar",1878,,800,1100,,,,,,1878.0
Spjut,452562_HST,34000.0,Undernummer: Bj 942,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,942,Historiska museet,Spjut - 136,https://samlingar.shm.se/object/2F0C016C-2233-4C8C-B0AE-1F3F68E71B41,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,452562_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 942",Bj 942,"Stolpe, Hjalmar",,,1.0,,,,,Spear,452562_HST,Subnumber: Bj 942,"Iron, Brass","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,942,Weapons and armor Archaeological collection,800 – 1100,Viking age,452562_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 942",Bj 942,"Stolpe, Hjalmar",,,800,1100,,,,,,
Lamellpansar,449387_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 137,https://samlingar.shm.se/object/268236B6-81B1-4A5D-BFFD-E0DC0F7F9C65,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,449387_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,69.0,,,,,Lamellar armor,449387_HST,Subnumber: Bj 596,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Weapons and armor Archaeological collection,800 – 1100,Viking age,449387_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,,"Stolpe, Hjalmar",,,800,1100,,,,,,
Lamellpansar,449454_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 138,https://samlingar.shm.se/object/A3C60913-46C3-4038-8A13-BEEC30E78381,Vapen och rustningar  Arkeologisk samling,2.0,800 – 1100,Vikingatid,449454_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,,Lamellar armor,449454_HST,Subnumber: Bj 596,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Weapons and armor Archaeological collection,800 – 1100,Viking age,449454_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,,"Stolpe, Hjalmar",,,800,1100,,,,,,
Lamellpansar,449455_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 139,https://samlingar.shm.se/object/52227188-7F8E-438D-96D5-A7A0440840F4,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,449455_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,,Lamellar armor,449455_HST,Subnumber: Bj 596,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Weapons and armor Archaeological collection,800 – 1100,Viking age,449455_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,,"Stolpe, Hjalmar",,,800,1100,,,,,,
Tångepilspets typ A1,449489_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Tångepilspets typ A1 - 140,https://samlingar.shm.se/object/80AE3C78-CBDC-4B68-918E-90A573318FD9,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,449489_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,,Pincer tip type A1,449489_HST,Subnumber: Bj 596,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,Filling stock,596,Weapons and armor Archaeological collection,800 – 1100,Viking age,449489_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",Filling stock: 596,,"Stolpe, Hjalmar",,,800,1100,,,,,,
