Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Viktlod,108550_HST,33379.0,"Undernummer: A3, F2",Brons,Såsta,L2014:266,Täby socken,Uppland,Sverige,Grav,3,Historiska museet,Viktlod - 153,https://samlingar.shm.se/object/E31D4987-3F5F-4C23-8E33-767B7A8F6DA1,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1250,Vikingatid  Tidig medeltid,108550_HST,33379.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33379,2000.0,"Plats: Såsta, Fornlämning: L2014:266, Fastighet: Såsta 3:1, Socken: Täby socken, Kommun: Täby kommun, Landskap: Uppland, Land: Sverige",Grav: 3,,,,,,59.4815211,18.0350946,46.3144754,11.0480288,Weight plumb line,108550_HST,"Undernummer: A3, F2",Bronze,Sauce,L2014:266,Täby parish,Hinterland,Sweden,Serious,3,Trade and valuers Archaeological collection,,800 – 1250,Viking Age Early Middle Ages,108550_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33379,"Place: Såsta, Ancient remains: L2014:266, Property: Såsta 3:1, Parish: Täby parish, Municipality: Täby municipality, Landscape: Uppland, Country: Sweden",Serious: 3,,,,,,800,1250,,,,,,
Bikonisk vikt,472506_HST,34000.0,Undernummer: Bj 644,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Bikonisk vikt - 154,https://samlingar.shm.se/object/8FD93E8B-DDB9-4205-8EB8-B2F2D882423C,Handel och värdemätare  Arkeologisk samling,Vikt 4 g  Höjd 6 mm  Diameter 9 mm,1.0,800 – 1100,Vikingatid,472506_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,,,,Biconical weight,472506_HST,Subnumber: Bj 644,Bronze,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,644,Trade and valuers Archaeological collection,Weight 4 g Height 6 mm Diameter 9 mm,800 – 1100,Viking age,472506_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Location: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 644",KML,Bj 644,"Birka, Adelsö parish","Stolpe, Hjalmar",1878,800,1100,,,,9.0,4.0,1878.0
Vikt,472524_HST,34000.0,Undernummer: Bj 644,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Vikt - 155,https://samlingar.shm.se/object/A17CAE24-EDCC-44F3-8045-F0FD71B3A51B,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,472524_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,,,,Weight,472524_HST,Subnumber: Bj 644,"Iron, Bronze","Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,644,Trade and valuers Archaeological collection,,800 – 1100,Viking age,472524_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Location: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 644",KML,Bj 644,"Birka, Adelsö parish","Stolpe, Hjalmar",1878,800,1100,,,,,,1878.0
Mynthänge,108824_HST,34000.0,Undernummer: Bj 526,Silver,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kistgrav,526,Historiska museet,Mynthänge - 156,https://samlingar.shm.se/object/9D040206-A5BD-4312-BCFC-598B6B2F63DA,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,108824_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Obekant yttre gravskick: 526",KML,Bj 526,"Birka, Adelsö socken","Stolpe, Hjalmar",1877,,,,,Coin pendant,108824_HST,Subnumber: Bj 526,Silver,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Coffin grave,526,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,,800 – 1100,Viking age,108824_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Location: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Coffin grave, Grave, Unknown external grave condition: 526",KML,Bj 526,"Birka, Adelsö parish","Stolpe, Hjalmar",1877,800,1100,,,,,,1877.0
Bipolär vikt,586741_HST,34000.0,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 157,https://samlingar.shm.se/object/71CA51EA-A1B1-48DA-BD32-83A8499C8DFC,Handel och värdemätare  Arkeologisk samling,Diameter 23 mm,1.0,800 – 1100,Vikingatid,586741_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Bipolar weight,586741_HST,Subnumber: Bj 750,"Iron, Cu alloy","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Trade and valuers Archaeological collection,Diameter 23 mm,800 – 1100,Viking age,586741_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",KML,Bj 750,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,23.0,,1879.0
Bipolär vikt,586743_HST,34000.0,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 158,https://samlingar.shm.se/object/8D916B10-BE47-404B-B38B-37DB4C9DE072,Handel och värdemätare  Arkeologisk samling,Diameter 14 mm,1.0,800 – 1100,Vikingatid,586743_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,,,,Bipolar weight,586743_HST,Subnumber: Bj 750,"Iron, Cu alloy","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Trade and valuers Archaeological collection,Diameter 14 mm,800 – 1100,Viking age,586743_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",KML,Bj 750,"Birka, Adelsö parish","Stolpe, Hjalmar",1879,800,1100,,,,14.0,,1879.0
Ringspänne,113558_HST,2350.0,FID: 113558,Silver,Domerarve,,Öja socken,Gotland,Sverige,,,Historiska museet,Ringspänne - 159,https://samlingar.shm.se/object/08DC741A-8BBB-48E4-BA93-EA8B8D54984B,Handel och värdemätare  Arkeologisk samling,,,800 – 1100,Vikingatid,113558_HST,2350.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2350,1857.0,"Plats: Domerarve, Socken: Öja socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,57.0387861,18.3045316,46.3144754,11.0480288,Ring buckle,113558_HST,FID: 113558,Silver,Domerarve,,Island parish,Gotland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,113558_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2350,"Place: Domerarve, Parish: Öja parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,,800,1100,,,,,,
Bipolär vikt,472511_HST,34000.0,Undernummer: Bj 644,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Bipolär vikt - 160,https://samlingar.shm.se/object/E1215226-B68E-4194-8F8E-9311A5EBCF45,Handel och värdemätare  Arkeologisk samling,Höjd 6 mm  Diameter 12 mm,1.0,800 – 1100,Vikingatid,472511_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,,,,Bipolar weight,472511_HST,Subnumber: Bj 644,"Iron, Bronze","Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,644,Trade and valuers Archaeological collection,Height 6 mm Diameter 12 mm,800 – 1100,Viking age,472511_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Location: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 644",KML,Bj 644,"Birka, Adelsö parish","Stolpe, Hjalmar",1878,800,1100,,,,12.0,,1878.0
Mynthänge,606468_HST,34000.0,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,Historiska museet,Mynthänge - 161,https://samlingar.shm.se/object/D4350245-7F50-4225-8212-BE244A1900AE,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,606468_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 943",KML,Bj 943,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Coin pendant,606468_HST,Subnumber: Bj 943,Silver,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,943,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,,800 – 1100,Viking age,606468_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 943",KML,Bj 943,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Mynthänge,606469_HST,34000.0,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,Historiska museet,Mynthänge - 162,https://samlingar.shm.se/object/99200210-540A-405F-A3B0-127186D1D07E,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,606469_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 943",KML,Bj 943,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Coin pendant,606469_HST,Subnumber: Bj 943,Silver,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,943,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,,800 – 1100,Viking age,606469_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 943",KML,Bj 943,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Rund vikt,613789_HST,34000.0,Undernummer: Bj 968,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,Historiska museet,Rund vikt - 163,https://samlingar.shm.se/object/4FE0C7C3-390C-46A8-A8EE-0043558FCDC2,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,613789_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 968",KML,Bj 968,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Round weight,613789_HST,Subnumber: Bj 968,"Iron, Cu alloy","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,968,Trade and valuers Archaeological collection,,800 – 1100,Viking age,613789_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 968",KML,Bj 968,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Polyedrisk vikt,613790_HST,34000.0,Undernummer: Bj 968,Cu-legering,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,Historiska museet,Polyedrisk vikt - 164,https://samlingar.shm.se/object/EE0A8280-96E8-49B2-8FFA-863A2CD7EE53,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,613790_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 968",KML,Bj 968,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Polyhedral weight,613790_HST,Subnumber: Bj 968,Cu-legering,"Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,968,Trade and valuers Archaeological collection,,800 – 1100,Viking age,613790_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 968",KML,Bj 968,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Rund vikt,614660_HST,34000.0,Undernummer: Bj 986,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,986,Historiska museet,Rund vikt - 165,https://samlingar.shm.se/object/53A478F8-A6F8-4018-8049-F77A0DE89B08,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,614660_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 986",KML,Bj 986,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Round weight,614660_HST,Subnumber: Bj 986,"Iron, Cu alloy","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,986,Trade and valuers Archaeological collection,,800 – 1100,Viking age,614660_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, Mound: 986",KML,Bj 986,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
Mynt,109264_HST,3547.0,FID: 109264,Silver,Fölhagen,,Björke socken,Gotland,Sverige,,,Historiska museet,Mynt - 166,https://samlingar.shm.se/object/52A27526-A62F-4034-A58A-8764D21295FA,Handel och värdemätare  Arkeologisk samling,,1238.0,800 – 1100,Vikingatid,109264_HST,3547.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,1866.0,"Plats: Fölhagen, Socken: Björke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,56.1485109,12.5838143,46.3144754,11.0480288,Coin,109264_HST,FID: 109264,Silver,The foal yard,,Björke parish,Gotland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,109264_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,"Place: Fölhagen, Parish: Björke parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,,800,1100,,,,,,
Hacksilver,109255_HST,3547.0,FID: 109255,Silver,Fölhagen,,Björke socken,Gotland,Sverige,,,Historiska museet,Hacksilver - 167,https://samlingar.shm.se/object/16894D30-74E2-4B59-B9A4-595995E966AB,Handel och värdemätare  Arkeologisk samling,,22.0,800 – 1100,Vikingatid,109255_HST,3547.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,1866.0,"Plats: Fölhagen, Socken: Björke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,56.1485109,12.5838143,46.3144754,11.0480288,Hacksilver,109255_HST,FID: 109255,Silver,The foal yard,,Björke parish,Gotland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,109255_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,"Place: Fölhagen, Parish: Björke parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,,800,1100,,,,,,
Våg,114650_HST,1985.0,Undernummer: 63,Brons,,,,Småland,Sverige,,,Historiska museet,Våg - 168,https://samlingar.shm.se/object/F8A72ABB-3DA6-4C9D-93AF-8CE6D46C1BB3,Handel och värdemätare  Arkeologisk samling,Längd 85 mm (bärstång)  Längd 140 mm (bärkedja)  Diameter 49 mm (skål),1.0,800 – 1250,Vikingatid  Tidig medeltid,114650_HST,1985.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=1985,1853.0,"Landskap: Småland, Land: Sverige",,Byte,,,,,46.3144754,11.0480288,46.3144754,11.0480288,Wave,114650_HST,Subnumber: 63,Bronze,,,,Småland,Sweden,,,Trade and valuers Archaeological collection,Length 85 mm (carrying bar) Length 140 mm (carrying chain) Diameter 49 mm (bowl),800 – 1250,Viking Age Early Middle Ages,114650_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=1985,"Landscape: Småland, Country: Sweden",,Byte,,,,,800,1250,,140.0,,49.0,,
Bipolär vikt,611134_HST,34000.0,Undernummer: Bj 957,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,Historiska museet,Bipolär vikt - 169,https://samlingar.shm.se/object/116F1911-43B4-4486-82CB-45872C416B20,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,611134_HST,34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 957",KML,Bj 957,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,,,,Bipolar weight,611134_HST,Subnumber: Bj 957,"Iron, Cu alloy","Björkö, Homeland",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,957,Trade and valuers Archaeological collection,,800 – 1100,Viking age,611134_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 957",KML,Bj 957,"Birka, Adelsö parish","Stolpe, Hjalmar",1881,800,1100,,,,,,1881.0
